label,nb_universites
MEAUZAC,2
RÉALVILLE,2
BRUNIQUEL,2
SÉRIGNAC,2
ANDOLSHEIM,2
GUNDOLSHEIM,2
SAINT-GÉNIS-DES-FONTAINES,2
ALGOLSHEIM,2
ALÉNYA,2
PIERREFITTE-NESTALAS,2
SEPTFONDS,2
OSSUN,2
ARRENS-MARSOUS,2
CAUTERETS,2
MARLENHEIM,2
FORCALQUEIRET,2
LES ADRETS-DE-L'ESTÉREL,2
LUTZELHOUSE,2
BREUSCHWICKERSHEIM,2
KALTENHOUSE,2
WALBOURG,2
SALERNES,2
PUGET-VILLE,2
GAMBSHEIM,2
MAUBEC,2
ROBION,2
ROCBARON,2
CALLIAN,2
ACHENHEIM,2
SAINT-ZACHARIE,2
KILSTETT,2
CHÂTEAUNEUF-DU-PAPE,2
SÉRIGNAN-DU-COMTAT,2
MONDRAGON,2
HANGENBIETEN,2
WEITBRUCH,2
ROUNTZENHEIM-AUENHEIM,2
CADENET,2
BESSE-SUR-ISSOLE,2
WOLFISHEIM,2
HOERDT,2
VACQUEYRAS,2
CADEROUSSE,2
LACQ,2
LARCEVEAU-ARROS-CIBITS,2
SAINTE-CROIX-AUX-MINES,2
NOTRE-DAME-DE-MONTS,2
LABAROCHE,2
BEAUQUESNE,2
COËX,2
FALLERON,2
HOMBOURG,2
LE FENOUILLER,2
CHAMPAGNÉ-LES-MARAIS,2
BEAUVOIR-SUR-MER,2
NAVARRENX,2
ROISEL,2
MALEMORT-DU-COMTAT,2
LARUNS,2
EPPEVILLE,2
LA MEILLERAIE-TILLAY,2
MOUTIERS-LES-MAUXFAITS,2
POULE-LES-ECHARMEAUX,2
LARAJASSE,2
GRÉZIEU-LA-VARENNE,2
THURINS,2
SAINT-MATHURIN,2
QUINCIEUX,2
SAINT-PHILBERT-DE-BOUAINE,2
BURLATS,2
TIFFAUGES,2
SAINT-VINCENT-STERLANGES,2
BLAYE-LES-MINES,2
RICHWILLER,2
BERGHOLTZ,2
SAINTE-CÉCILE-LES-VIGNES,2
RÉGUISHEIM,2
FINHAN,2
LOUPIAC,2
GIROUSSENS,2
CHAVAGNES-LES-REDOUX,2
PETIT-LANDAU,2
LACROUZETTE,2
VILLAGE-NEUF,2
BIRIATOU,2
BASSUSSARRY,2
LANDERONDE,2
SAINT-MARTIN-D'ARBEROUE,2
SAINT-GERMAIN-DE-PRINÇAY,2
STEINBACH,2
SIGOURNAIS,2
LA CHAIZE-LE-VICOMTE,2
LA CHÂTAIGNERAIE,2
LA GUÉRINIÈRE,2
LESCURE-D'ALBIGEOIS,2
BLODELSHEIM,2
CHÂTEAU-LANDON,2
COUBERT,2
PÉNESTIN,2
PRUILLÉ-LE-CHÉTIF,2
PUYRAVAULT,2
SAINT-CHRISTOPHE-DU-LIGNERON,2
SAINTE-FLAIVE-DES-LOUPS,2
RURANGE-LÈS-THIONVILLE,2
SAINT-SIGISMOND,2
HENRIDORFF,2
SOULLANS,2
BASSE-HAM,2
FÈVES,2
ANGEVILLERS,2
THORIGNY,2
TENTELING,2
SERRIÈRES-EN-CHAUTAGNE,2
SAINT-JULIEN-DES-LANDES,2
LAMBACH,2
BREM-SUR-MER,2
PIERREVILLERS,2
BRÛLON,2
COMMEQUIERS,2
LA GENÉTOUZE,2
ANTIGNY,2
OTTANGE,2
BALLON-SAINT MARS,2
SAINT-AUBIN-EPINAY,2
PALLUAU,2
L'ILE-D'YEU,2
BAVILLIERS,2
ROSSELANGE,2
GRÉSY-SUR-AIX,2
CERCY-LA-TOUR,2
LA TOUR-D'AIGUES,2
BOZEL,2
DRUMETTAZ-CLARAFOND,2
WIESVILLER,2
TIGNES,2
BONNIEUX,2
LONGEVILLE-LÈS-METZ,2
VILLELAURE,2
CAROMB,2
ENTRANGE,2
DOIX LÈS FONTAINES,2
SAINT-JULIEN-MONT-DENIS,2
IPPLING,2
LIXING-LÈS-ROUHLING,2
MODANE,2
BÉDOIN,2
CLÉRY,2
NOVÉANT-SUR-MOSELLE,2
ANGLES,2
GOURNAY-SUR-MARNE,2
SAINTE-RUFFINE,2
CHEFFOIS,2
LE BOUPÈRE,2
JUSSY,2
LE LANGON,2
BERRIC,2
THURÉ,2
AYRON,2
VINCELLES,2
PLAUDREN,2
SIMARD,2
SAINTE-MARGUERITE-SUR-DUCLAIR,2
ETEL,2
CRACH,2
ITEUIL,2
CLÉGUER,2
PORT-SUR-SAÔNE,2
DUCLAIR,2
MAILLEZAIS,2
CARO,2
BRÉHAN,2
BADEN,2
SAINT-SAËNS,2
MONTERBLANC,2
MALGUÉNAC,2
FROTEY-LÈS-VESOUL,2
FLAGY,2
LA FRÉNAYE,2
SAINT-GÉRAND-CROIXANVEC,2
LIMERZEL,2
CHAMPIGNY EN ROCHEREAU,2
QUIBERON,2
ROHAN,2
NOUAILLÉ-MAUPERTUIS,2
VIEUX-MANOIR,2
SAINT-MARS-D'OUTILLÉ,2
SEINGBOUSE,2
BLIESBRUCK,2
FILLÉ,2
FROIDFOND,2
BOIS-DE-CÉNÉ,2
RIVES-D'AUTISE,2
MÉZERAY,2
SAINT-PATERNE - LE CHEVAIN,2
BIARD,2
SAINT-EUSÈBE,2
VAL-DE-SCIE,2
MELRAND,2
CURGY,2
SAINTE-ANNE-D'AURAY,2
TREFFLÉAN,2
JONCY,2
EPERVANS,2
SAINT-PERREUX,2
BOYER,2
LIGUGÉ,2
NOYAL-MUZILLAC,2
CHEVAL-BLANC,2
SAINT-MICHEL-DE-MAURIENNE,2
PRÉMERY,2
LORMAISON,2
BEAUMONT-SUR-SARTHE,2
ROSOY,2
LE TRÉPORT,2
TOURVILLE-LA-RIVIÈRE,2
CHAUMONT-EN-VEXIN,2
SAINT-COSME-EN-VAIRAIS,2
BONSECOURS,2
TENNIE,2
YVRÉ-LE-PÔLIN,2
ETIVAL-LÈS-LE-MANS,2
SAINT-CRÉPIN-IBOUVILLERS,2
MÉRY,2
GODEWAERSVELDE,2
SAINT-AUBIN-EN-BRAY,2
CHÂTEAUNEUF,2
SAUSSAY,2
VAUHALLAN,2
FLAMANVILLE,2
ENGLEFONTAINE,2
PARISOT,2
SAINT MARTIN DE L'IF,2
MAISSE,2
JANVILLE-SUR-JUINE,2
SAINT-ANTOINE-LA-FORÊT,2
LIMÉSY,2
GAINNEVILLE,2
LEUVILLE-SUR-ORGE,2
NANTEUIL-LE-HAUDOUIN,2
MÉZIRÉ,2
CRISSEY,2
SAINT-GERMAIN-DU-PLAIN,2
CRÈVECOEUR-LE-GRAND,2
LONGUEIL-ANNEL,2
LA CERLANGUE,2
TRACY-LE-MONT,2
LA FEUILLIE,2
ARQUES-LA-BATAILLE,2
LONGUEIL-SAINTE-MARIE,2
LA NEUVILLE-CHANT-D'OISEL,2
BOURAY-SUR-JUINE,2
CUISERY,2
BOUTIGNY-SUR-ESSONNE,2
SAINT-MARTIN-EN-BRESSE,2
AMFREVILLE-LA-MI-VOIE,2
ORRY-LA-VILLE,2
FONTAINE-LA-MALLET,2
BEUZEVILLE-LA-GRENIER,2
CHEPTAINVILLE,2
FONTAINE-LE-DUN,2
BRÉTIGNY,2
CHÈVREVILLE,2
HOYMILLE,2
NOVALAISE,2
RICHERENCHES,2
BELLEVAUX,2
HAUSSY,2
MEGÈVE,2
SCIEZ,2
VINON-SUR-VERDON,2
MONNETIER-MORNEX,2
FRELINGHIEN,2
SOLLIÈS-VILLE,2
GLIÈRES-VAL-DE-BORNE,2
PERS-JUSSY,2
AYSE,2
SAINT-CERGUES,2
LES VILLARDS-SUR-THÔNES,2
BARBY,2
ALLINGES,2
VAL DE CHAISE,2
LA CADIÈRE-D'AZUR,2
BERNEX,2
GARCHIZY,2
VEIGY-FONCENEX,2
ALLONZIER-LA-CAILLE,2
GARÉOULT,2
GUÉRIGNY,2
ROUGIERS,2
SEVRIER,2
HAVELUY,2
GRUFFY,2
LANDRECIES,2
VEYRIER-DU-LAC,2
LES ALLUES,2
LA BIOLLE,2
MASSAC-SÉRAN,2
GENSAC,2
LUNERAY,2
SÉEZ,2
SAINT-ANTONIN-NOBLE-VAL,2
PONT-SUR-SAMBRE,2
LOURCHES,2
FRETIN,2
FRONTENEX,2
TOUFFLERS,2
NIVELLE,2
VICQ,2
REXPOËDE,2
MONTESQUIEU,2
LABASTIDE-SAINT-PIERRE,2
CORNIER,2
SAINT-PAUL-D'ESPIS,2
SAINT-PAUL-EN-CHABLAIS,2
DINGY-SAINT-CLAIR,2
LOOBERGHE,2
ARÂCHES-LA-FRASSE,2
VERNIOLLE,2
CINTRÉ,2
LOUBENS,2
LA LIMOUZINIÈRE,2
NIEDERLAUTERBACH,2
SAINT-MARS-DE-COUTAIS,2
LE GÂVRE,2
FAY-DE-BRETAGNE,2
OUDON,2
SAINT-ETIENNE-DE-MER-MORTE,2
GARLIN,2
LA REGRIPPIÈRE,2
LES TOUCHES,2
SAINT-VIAUD,2
MOUZILLON,2
ARTENAY,2
SAINT-HILAIRE-DE-CHALÉONS,2
CHEVILLON-SUR-HUILLARD,2
MOLIENS,2
CHEVILLY,2
SEMOY,2
HALLOY,2
SAINT-CYR-EN-VAL,2
IWUY,2
MARCOING,2
MASNIÈRES,2
LOURY,2
SOUILLAC,2
SELTZ,2
REMOUILLÉ,2
MONTLIEU-LA-GARDE,2
EYMOUTIERS,2
TILLY,2
MARSILLY,2
SAINT-GERMAIN-DU-BOIS,2
ANZY-LE-DUC,2
L'AJOUPA-BOUILLON,2
VENZOLASCA,2
SACLAS,2
JONCHEREY,2
YCHOUX,2
GIROMAGNY,2
VALLOIRE-SUR-CISSE,2
CAZES-MONDENARD,2
DIEMERINGEN,2
GOUAIX,2
SAINT-NIZIER-SOUS-CHARLIEU,2
SAINT-GALMIER,2
MATOUR,2
SAINT-PRIEST-EN-JAREZ,2
RANSPACH,2
SAINT-AMARIN,2
VOREY,2
COUFFÉ,2
BOUÉE,2
ISSÉ,2
CAMBES,2
ROHRBACH-LÈS-BITCHE,2
VOLMUNSTER,2
BUIS-LES-BARONNIES,2
LA TESSOUALLE,2
PIERRE-CHÂTEL,2
CANISY,2
BEAULIEU-LÈS-LOCHES,2
L'ILE-BOUCHARD,2
LAMALOU-LES-BAINS,2
VILLECOMTAL-SUR-ARROS,2
NOGARO,2
GOURDAN-POLIGNAN,2
TOURY,2
AUTHON-DU-PERCHE,2
TAISSY,2
GUÉMENÉ-SUR-SCORFF,2
ROUGEMONT,2
PAYS-DE-CLERVAL,2
SARRY,2
PRUNAY,2
PAYZAC,2
FÈRE-CHAMPENOISE,2
MONTMORT-LUCY,2
DORMANS,2
CROCQ,2
LIERNAIS,2
BORT-LES-ORGUES,2
DENÉE,2
MIRÉ,2
CORBELIN,2
PORCIEU-AMBLAGNIEU,2
LE FAOUËT,2
BERNÉ,2
PRIZIAC,2
ETAIN,2
GONTAUD-DE-NOGARET,2
BADONVILLER,2
HAUTE-AMANCE,2
FOULAYRONNES,2
AUVE,2
BARENTON,2
FOURNELS,2
PRUNIÈRES,2
CHANAC,2
TOURNON-D'AGENAIS,2
PUY-L'EVÊQUE,2
LOUGRATTE,2
BOISCOMMUN,2
MÉZIN,2
MAVES,2
SELOMMES,2
NOUAN-LE-FUZELIER,2
BÉCON-LES-GRANITS,2
SAINT-AUGUSTIN-DES-BOIS,2
PERN-LHOSPITALET,2
BERRIAS-ET-CASTELJAU,2
SAINT-ANDRÉ-SUR-ORNE,2
LAURAC-EN-VIVARAIS,2
UCEL,2
SAINT-VICTOR,2
QUINTENAS,2
DAVÉZIEUX,2
BOULIEU-LÈS-ANNONAY,2
SAINT-MARTIAL,2
SAINT-CHINIAN,2
SAINT-ROMAIN-DE-LERPS,2
SAINT-BAUZILE,2
VIC-LA-GARDIOLE,2
SAINT-MARCEL-LÈS-ANNONAY,2
JAVENÉ,2
VOLONNE,2
SAINT-VALLIER-DE-THIEY,2
LE BAR-SUR-LOUP,2
LE TIGNET,2
SAINT-PAUL-DE-VENCE,2
LOUVIGNÉ-DE-BAIS,2
MONTGENÈVRE,2
TALLARD,2
VALLOUISE-PELVOUX,2
SIGOYER,2
ERCÉ-EN-LAMÉE,2
SAINT-MICHEL-DE-CHAILLOL,2
MURVIEL-LÈS-MONTPELLIER,2
RIMOGNE,2
HARGNIES,2
FUMAY,2
AUSSONNE,2
SAINT-SULPICE-SUR-LÈZE,2
BIZE-MINERVOIS,2
SALLÈLES-D'AUDE,2
PALAJA,2
MOUSSAN,2
VALENCE-SUR-BAÏSE,2
GRUISSAN,2
CUXAC-D'AUDE,2
BLAZIERT,2
CAUNES-MINERVOIS,2
MOULIS-EN-MÉDOC,2
LES NOËS-PRÈS-TROYES,2
MOULIS,2
MARTILLAC,2
SAINT-JEAN-DU-FALGA,2
SEIX,2
SAUVETERRE-DE-GUYENNE,2
FABAS,2
SAINTE-FOY-LA-GRANDE,2
VARILHES,2
VOUZIERS,2
VIREUX-MOLHAIN,2
VOLX,2
SAINT-HILAIRE-DES-LANDES,2
AMBILLY,2
MONTAGNAT,2
JUVIGNY,2
REVENTIN-VAUGRIS,2
SAINT-APPOLINARD,2
SAINT-ETIENNE-DE-CROSSEY,2
CHAMPIER,2
MONTRÉAL-LA-CLUSE,2
MARTIGNAT,2
AOSTE,2
SAINT-CLAIR-DE-LA-TOUR,2
SAINT-ROMANS,2
GUÉREINS,2
GROSLÉE-SAINT-BENOIT,2
RIEZ,2
LA BOISSE,2
CHAUSSIN,2
VILLARS-LES-DOMBES,2
SUMÈNE,2
SAUVE,2
CHÂTEL-SAINT-GERMAIN,2
BELLOY-SUR-SOMME,2
LÉVIS-SAINT-NOM,2
MÉRÉ,2
CLAIRVAUX-LES-LACS,2
LIMETZ-VILLEZ,2
NOTRE-DAME-DE-MÉSAGE,2
GOUY,2
VILLERS-LE-SEC,2
ATHIES-SOUS-LAON,2
ROZ-LANDRIEUX,2
BEAULON,2
MONTMARAULT,2
BILLY,2
PIRÉ-CHANCÉ,2
MARTIGNÉ-FERCHAUD,2
BOURBON-L'ARCHAMBAULT,2
DOMPIERRE-SUR-BESBRE,2
NEUVY-SAINT-SÉPULCHRE,2
VALLON-EN-SULLY,2
MARCENAT,2
NEUVY,2
SALIGNY-SUR-ROUDON,2
SAINT-YORRE,2
PARÇAY-MESLAY,2
SAINT-GÉRAND-LE-PUY,2
VILLENEUVE-SAINT-GERMAIN,2
NOTRE-DAME-D'OÉ,2
ESSÔMES-SUR-MARNE,2
MONS-EN-LAONNOIS,2
ATHÉE-SUR-CHER,2
LIESSE-NOTRE-DAME,2
BIOL,2
BUSSAC-FORÊT,2
MONTGUYON,2
ARZENS,2
LA RIVIÈRE,2
SAINT-SEURIN-SUR-L'ISLE,2
SAINT-LOUIS-DE-MONTFERRAND,2
LA SAUVE,2
SAINT-SULPICE-ET-CAMEYRAC,2
CADAUJAC,2
LES EGLISOTTES-ET-CHALAURES,2
YVRAC,2
LAGORCE,2
SAINT-MÉDARD-DE-GUIZIÈRES,2
VENDAYS-MONTALIVET,2
VAL-DE-LIVENNE,2
PORTETS,2
SAINT-SELVE,2
PINEUILH,2
MONCHY-SAINT-ELOI,2
MARGAUX-CANTENAC,2
LANTON,2
GUÎTRES,2
GIRONDE-SUR-DROPT,2
CARCANS,2
BELIN-BÉLIET,2
TOUROUVRE AU PERCHE,2
AUDENGE,2
CARROUGES,2
LUDON-MÉDOC,2
ASSAS,2
ARGENTRÉ,2
MONTBLANC,2
SAINT-BRIAC-SUR-MER,2
POILLEY,2
GOSNÉ,2
CHEVAIGNÉ,2
BAZOUGES-LA-PÉROUSE,2
LA SENTINELLE,2
SAINT-THURIAL,2
LOUVIGNÉ-DU-DÉSERT,2
DOMLOUP,2
BOURG-DES-COMPTES,2
ENTRE-VIGNES,2
SUSSARGUES,2
BESSAN,2
SAINT-DRÉZÉRY,2
LESPIGNAN,2
BOUJAN-SUR-LIBRON,2
OLARGUES,2
LUNEL-VIEL,2
VIAS,2
VALRAS-PLAGE,2
SAINT-GENIÈS-DES-MOURGUES,2
QUARANTE,2
CAPESTANG,2
CANDILLARGUES,2
LE MÊLE-SUR-SARTHE,2
AVESNES-LE-COMTE,2
PUJAUDRAN,2
NEUVILLE-SAINT-VAAST,2
LE MARTINET,2
LUSSAN,2
LAVAL-PRADEL,2
SAINT-LAURENT-D'AIGOUZE,2
PLOGASTEL-SAINT-GERMAIN,2
LE FOLGOËT,2
PLOUESCAT,2
PLOMELIN,2
LA FORÊT-FOUESNANT,2
PLOUZÉVÉDÉ,2
ESQUERDES,2
LA MARTYRE,2
BAPAUME,2
DIRINON,2
PLOUGUIN,2
LOCMARIA-PLOUZANÉ,2
SANTEC,2
KERNILIS,2
LE DRENNEC,2
LA FOREST-LANDERNEAU,2
PLOUARZEL,2
CALONNE-SUR-LA-LYS,2
SAINT-PABU,2
CLÉDEN-POHER,2
SAINT-HIPPOLYTE-DU-FORT,2
RODILHAN,2
LA CALMETTE,2
SERNHAC,2
LOMBEZ,2
MONTASTRUC-DE-SALIES,2
GOYRANS,2
MONTRABÉ,2
MONTBERON,2
L'ISLE-EN-DODON,2
BAZIÈGE,2
RIEUX-VOLVESTRE,2
QUINT-FONSEGRIVES,2
PÉCHABOU,2
MAISNIL-LÈS-RUITZ,2
ESCALQUENS,2
ENCAUSSE-LES-THERMES,2
CADOURS,2
BÉRAT,2
AURIGNAC,2
MONTESQUIEU-VOLVESTRE,2
CONGÉNIES,2
LONGVILLIERS,2
MILHAUD,2
SAINT-JULIEN-LES-ROSIERS,2
TRÈVES,2
POULX,2
ERCÉ-PRÈS-LIFFRÉ,2
NOUVOITOU,2
LÉCOUSSE,2
LA CHAUSSÉE-SAINT-VICTOR,2
SAVIGNY-SUR-BRAYE,2
CARNAC,2
FÉREL,2
AUGAN,2
CLÉGUÉREC,2
LOCQUELTAS,2
THORÉ-LA-ROCHETTE,2
PLOUHARNEL,2
LANDÉVANT,2
LOYAT,2
CHITENAY,2
AUTHON,2
CHÂTEAU-SALINS,2
SEIGNOSSE,2
ONESSE-LAHARIE,2
GROSBLIEDERSTROFF,2
VIC-SUR-SEILLE,2
WALDWISSE,2
GANDRANGE,2
ARENGOSSE,2
GABARRET,2
SAUBRIGUES,2
HERNY,2
BLIES-GUERSVILLER,2
AMBON,2
MARZAN,2
PRUNIERS-EN-SOLOGNE,2
AZÉ,2
BALLOTS,2
MARIGNY-LE-CHÂTEL,2
SIGNY-L'ABBAYE,2
CASTELLANE,2
VARENNES-LE-GRAND,2
LUGNY,2
MAXENT,2
BAGUER-MORVAN,2
L'ABERGEMENT-DE-CUISERY,2
SAINT-PIERRE-LE-VIEUX,2
SAINT-EMILION,2
GORCY,2
CONFLANS-EN-JARNISY,2
SAINT-DENIS-DE-CABANNE,2
SAINT-BONNET-LE-CHÂTEAU,2
MARLHES,2
DOMMARTIN-LÈS-TOUL,2
DONCOURT-LÈS-CONFLANS,2
BOIS-DE-HAYE,2
BATILLY,2
NIXÉVILLE-BLERCOURT,2
CELLIEU,2
BELLEVILLE-SUR-MEUSE,2
MACHEREN,2
SARREINSMING,2
ARGENTRÉ-DU-PLESSIS,2
SEMBLANÇAY,2
OYTIER-SAINT-OBLAS,2
JARDIN,2
FAVERGES-DE-LA-TOUR,2
EYZIN-PINET,2
CHÉRENG,2
LE CHAMP-PRÈS-FROGES,2
REUGNY,2
LA VILLE-AUX-DAMES,2
VÉRETZ,2
HAULCHIN,2
ROCHECORBON,2
CINQ-MARS-LA-PILE,2
MONTMOROT,2
MONTBAZON,2
AZAY-SUR-CHER,2
CHARGÉ,2
BEAUMONT-EN-VÉRON,2
SOUVIGNÉ,2
LANGEAIS,2
RAILLENCOURT-SAINTE-OLLE,2
SAVONNIÈRES,2
LE PÊCHEREAU,2
AUCHY-LEZ-ORCHIES,2
ESTRÉES,2
MONSTEROUX-MILIEU,2
MONTAUD,2
PORTE-DES-BONNEVAUX,2
SERRE-NERPOL,2
SAINT-LAURENT-EN-GRANDVAUX,2
TERVILLE,2
BLETTERANS,2
FONCINE-LE-HAUT,2
MONT-SOUS-VAUDREY,2
ARINTHOD,2
CLAMECY,2
VALENCIN,2
VILLARD-DE-LANS,2
LA BUISSE,2
CHARANTONNAY,2
SAINT-ALBAN-DE-ROCHE,2
LE TOUVET,2
CHIRENS,2
BARRAUX,2
TENCIN,2
ENTRE-DEUX-GUIERS,2
THEYS,2
LIVET-ET-GAVET,2
SAINT-ETIENNE-DE-SAINT-GEOIRS,2
ALLEMOND,2
LA VERPILLIÈRE,2
FOURCHAMBAULT,2
CONQUES-SUR-ORBIEL,2
CAMARÈS,2
VILLENEUVE-DU-LATOU,2
JOUARS-PONTCHARTRAIN,2
MEYNES,2
SOSPEL,2
LEVENS,2
SAINTE-AGNÈS,2
SATILLIEU,2
ROIFFIEUX,2
CABRIÈRES,2
TOULAUD,2
TALENCIEUX,2
CHAVENAY,2
PLEUVEN,2
PEAUGRES,2
MOULÉZAN,2
LANMEUR,2
COMMANA,2
VERT,2
SAINT-MARCEL-D'ARDÈCHE,2
LES VANS,2
ROCHEMAURE,2
GUILVINEC,2
KERLOUAN,2
ALBY-SUR-CHÉRAN,2
HANVEC,2
PLONÉVEZ-PORZAY,2
CAYEUX-SUR-MER,2
POMPIGNAN,2
MONTBRON,2
SAINT-ANDRÉ-DE-CORCY,2
BOULOC,2
MANZIAT,2
GRIÈGES,2
THOISSEY,2
AIGREFEUILLE,2
HURIEL,2
MONTREVEL-EN-BRESSE,2
MARBOZ,2
BROÛT-VERNET,2
VILLIEU-LOYES-MOLLON,2
AIGUES-MORTES,2
SAINT-GERVASY,2
GUILLAUMES,2
PONT-DE-VEYLE,2
MONTMAUR,2
MARLIEUX,2
AUBORD,2
DÉVOLUY,2
AURIBEAU-SUR-SIAGNE,2
SALINDRES,2
AUFFARGIS,2
VESTRIC-ET-CANDIAC,2
CAILLE,2
GORBIO,2
BENNECOURT,2
DINÉAULT,2
LAMPAUL-PLOUARZEL,2
SAINT-SAVOURNIN,2
VENTAVON,2
ALLEINS,2
BAIGNEUX-LES-JUIFS,2
TORPES,2
LA COUTURE-BOUSSEY,2
MOLLÉGÈS,2
COLOGNE,2
LE ROVE,2
CUGES-LES-PINS,2
SEPPOIS-LE-BAS,2
WILLER-SUR-THUR,2
FÉROLLES,2
MORVILLE-LE-HÉRON,2
PFETTERHOUSE,2
BOURG-ACHARD,2
SELLES,2
SAINT-PAUL-DE-FENOUILLET,2
LUC-SUR-MER,2
VAL D'ORGER,2
VILLERS-SUR-MER,2
LE BOULAY-MORIN,2
PLEAUX,2
LIGNEROLLES,2
BOISSET,2
SAINT GENIEZ D'OLT ET D'AUBRAC,2
LA CHARTRE-SUR-LE-LOIR,2
BEUZEVILLE,2
VERNEUIL-L'ETANG,2
BOHARS,2
CLÉDER,2
COUCY,2
FROMELENNES,2
LAMPAUL-GUIMILIAU,2
SAINT-ROGATIEN,2
LANDÉDA,2
CAMPAGNE-SUR-ARIZE,2
PLOMODIERN,2
ROUGEGOUTTE,2
GAS,2
DAMMARIE,2
DROUE-SUR-DROUETTE,2
CRENEY-PRÈS-TROYES,2
CLOYES-LES-TROIS-RIVIÈRES,2
LA RÉORTHE,2
CHARMONT-SOUS-BARBUISE,2
SAINT-GEORGES-SUR-EURE,2
VILLEFRANCHE-D'ALBIGEOIS,2
DURBAN-CORBIÈRES,2
CHAMPHOL,2
LÈVES,2
MORMANT,2
VONNAS,2
FLOURENS,2
SAINT-DENIS-LÈS-BOURG,2
DRAP,2
LES MATELLES,2
MARAUSSAN,2
YZENGREMER,2
MAUVES,2
CLAPIERS,2
ANIANE,2
VALLON-PONT-D'ARC,2
ETAULIERS,2
SAINT-MARTIN-DU-VAR,2
BEAUTIRAN,2
LA ROQUETTE-SUR-VAR,2
PUGNAC,2
BLAUSASC,2
CHÂTENAY-SUR-SEINE,2
MONTIGNY-LENCOUP,2
BEAULIEU-SUR-MER,2
FYÉ,2
VALDEBLORE,2
CADILLAC-SUR-GARONNE,2
PEILLE,2
EZE,2
SAINT-MÉDARD-D'EYRANS,2
CASTAGNIERS,2
SAINT-DENIS-DE-PILE,2
ETABLES,2
ARDOIX,2
ESCATALENS,2
SAINT-ALBAN-D'AY,2
SAINT-MENGES,2
LE POUGET,2
BALARUC-LE-VIEUX,2
BASTELICACCIA,2
MONTFERRIER-SUR-LEZ,2
GUGNÉCOURT,2
ROCROI,2
RAMONCHAMP,2
COURNONSEC,2
GENÇAY,2
LALEVADE-D'ARDÈCHE,2
ANDANCE,2
SAINT-LAURENT-DU-PAPE,2
FLAVIAC,2
ALBA-LA-ROMAINE,2
MONTPEYROUX,2
VIOLS-LE-FORT,2
VALERGUES,2
SAINT-ETIENNE-DE-FONTBELLON,2
SÉRIGNAN,2
LABLACHÈRE,2
MAUBOURGUET,2
CHARMES-SUR-RHÔNE,2
SAINT-AMANS-SOULT,2
LIFFOL-LE-GRAND,2
BEYNOST,2
COUCY-LE-CHÂTEAU-AUFFRIQUE,2
VILLENEUVE-SUR-AISNE,2
LA FERTÉ-MILON,2
ROUÈDE,2
BÂGÉ-DOMMARTIN,2
RIBEMONT,2
FAYET,2
ORIGNY-SAINTE-BENOITE,2
GAGNAC-SUR-GARONNE,2
PINSAGUEL,2
BUZET-SUR-TARN,2
SINCENY,2
RIEUMES,2
VILLENEUVE-L'ARCHEVÊQUE,2
VERSIGNY,2
CHAMBRY,2
VACQUIERS,2
SAINT-DIDIER-SUR-CHALARONNE,2
SAINT-CLAR-DE-RIVIÈRE,2
AMBRONAY,2
BUCY-LE-LONG,2
ARS-SUR-FORMANS,2
SAINT-MARTIN-DE-MAY,2
SAINT-LÉOPARDIN-D'AUGY,2
LABASTIDETTE,2
AULNOIS-SOUS-LAON,2
LASSERRE-PRADÈRE,2
LA ROMAGNE,2
LOYETTES,2
LE MÉRÉVILLOIS,2
GALGON,2
CARIGNAN-DE-BORDEAUX,2
PIERREVERT,2
CASTELCULIER,2
ALLEREY-SUR-SAÔNE,2
VAL-DE-LA-HUNE,2
SAINT-PONS,2
AMBÈS,2
PEYRUIS,2
ORAISON,2
AFA,2
MIRABEAU,2
CASTILLON-LA-BATAILLE,2
NEAUPHLE-LE-CHÂTEAU,2
CORME-ROYAL,2
BARCELONNE-DU-GERS,2
SAINT-MAURICE-DE-BEYNOST,2
RISCLE,2
REAO,2
ROMANS,2
NÉRIS-LES-BAINS,2
SAINT-BONNET-TRONÇAIS,2
ALLY,2
PAS-EN-ARTOIS,2
SAUBENS,2
LEVET,2
HEUDICOURT,2
NORGES-LA-VILLE,2
PORTES,2
ALLASSAC,2
GIMEL-LES-CASCADES,2
PERRIERS-SUR-ANDELLE,2
GASNY,2
SAINT-OUEN-DE-THOUBERVILLE,2
LA CHAPELLE-SAINT-URSIN,2
SUBLIGNY,2
LUNERY,2
CHÂTEAUNEUF-EN-THYMERAIS,2
GEVREY-CHAMBERTIN,2
SAINT-GEORGES-DE-DIDONNE,2
COULOMBS,2
COURÇON,2
BAILLEAU-LE-PIN,2
SAINT-RÉMY-SUR-AVRE,2
ARVERT,2
SAINT-MARTIN-DE-RÉ,2
ESNANDES,2
LONGÈVES,2
GUICLAN,2
SAINT-XANDRE,2
HEUQUEVILLE,2
MOREY-SAINT-DENIS,2
SAINT-LAURENT-DE-COGNAC,2
MAZILLE,2
LE RUSSEY,2
LANGUENAN,2
LANGOAT,2
MISEREY-SALINES,2
HÉNANBIHEN,2
CHÂTILLON-LE-DUC,2
CHAMPAGNE-EN-VALROMEY,2
KERMARIA-SULARD,2
CRÉHEN,2
CHÂTEAUDOUBLE,2
CHAMPAGNAT,2
LA ROCHE-DE-GLUN,2
THOREY-EN-PLAINE,2
SAINT-CAST-LE-GUILDO,2
PLEINE-FOUGÈRES,2
MENGLON,2
BEAUMONT-LÈS-VALENCE,2
