label,nb_universites
SAINT-AMAND-SUR-SÈVRE,1
BUIRE-SUR-L'ANCRE,1
POZIÈRES,1
CAVAN,1
LESTELLE-BÉTHARRAM,1
LAGOR,1
MALLEVAL,1
BOUDES,1
AGNEZ-LÈS-DUISANS,1
OFFRETHUN,1
AUMERVAL,1
NOIRONTE,1
FLÉCHIN,1
LOZINGHEM,1
OYE-ET-PALLET,1
RINXENT,1
BERNIEULLES,1
BALINGHEM,1
CAUCHY-À-LA-TOUR,1
SAINT-BONNET-LES-OULES,1
PLAIMBOIS-DU-MIROIR,1
RÉMONDANS-VAIVRE,1
ROSIÈRES-SUR-BARBÈCHE,1
LA TUILIÈRE,1
LA TERRASSE-SUR-DORLAY,1
SAINT-JEAN-SOLEYMIEUX,1
SAINT-HAON-LE-CHÂTEL,1
SAINT-GEORGES-DE-BAROILLE,1
SAINT-JUAN,1
SAINT-CYR-DE-FAVIÈRES,1
NAISEY-LES-GRANGES,1
CORENT,1
DORAT,1
SAINT-JULIEN-DE-COPPEL,1
VOLLORE-MONTAGNE,1
EPENOY,1
GENNES,1
SAINT-RÉMY-DE-CHARGNAT,1
LANDRESSE,1
LE LUHIER,1
MAISONS-DU-BOIS-LIÈVREMONT,1
MALBUISSON,1
SAINT-PIERRE-COLAMINE,1
SAINT-MAURICE-PRÈS-PIONSAT,1
SAINT-JEAN-D'HEURS,1
MYON,1
SAINT-JACQUES-D'AMBUR,1
MONTROND-LE-CHÂTEAU,1
SAINT-FLOUR-L'ETANG,1
SAINT-BONNET-LÈS-ALLIER,1
SAILLANT,1
LES PRADEAUX,1
MEILHAUD,1
MALAUZAT,1
LAMONTGIE,1
ISSERTEAUX,1
MARCENOD,1
MARCOUX,1
COADOUT,1
NOTRE-DAME-DE-BOISSET,1
ESPELUCHE,1
MONTJOYER,1
MONTLAUR-EN-DIOIS,1
OURCHES,1
SASSAY,1
SAINT-MARTIN-DES-BOIS,1
PIÉGROS-LA-CLASTRE,1
PORTES-EN-VALDAINE,1
RILLY-SUR-LOIRE,1
RECOUBEAU-JANSAC,1
SAINT-NAZAIRE-LE-DÉSERT,1
SAINT-VINCENT-LA-COMMANDERIE,1
SAOU,1
LES TOURRETTES,1
OUZOUER-LE-DOYEN,1
MARCILLY-EN-GAULT,1
BÉSAYES,1
BOUCHET,1
LANDES-LE-GAULOIS,1
JOSNES,1
FONTAINES-EN-SOLOGNE,1
FAVEROLLES-SUR-CHER,1
LE GRAND-SERRE,1
COBONNE,1
SEUR,1
LANTENNE-VERTIÈRE,1
LA CHAPELLE-VILLARS,1
VAUX-ET-CHANTEGRUE,1
VERRIÈRES-DE-JOUX,1
NOAILLY,1
VILLARS-LÈS-BLAMONT,1
VUILLECIN,1
ROISEY,1
LA GIMOND,1
EPERCIEUX-SAINT-PAUL,1
COURCELLES-LÈS-MONTBÉLIARD,1
DARGOIRE,1
LE BESSAT,1
SOUVIGNY-EN-SOLOGNE,1
ARC-SOUS-CICON,1
VILLIERS-SUR-LOIR,1
LA VILLE-AUX-CLERCS,1
BEURE,1
COUDDES,1
CHÉMERY,1
LES AUXONS,1
LA TOUR-DE-SÇAY,1
VILLIERSFAUX,1
TALCY,1
VOLLORE-VILLE,1
DURNES,1
DAMBELIN,1
SAINT-GEORGES-SUR-ALLIER,1
SAINT-PIERRE-CHÉRIGNAT,1
BUSSIÈRE-SAINT-GEORGES,1
SANNAT,1
COARRAZE,1
MOUTIER-ROZEILLE,1
GENTIOUX-PIGEROLLES,1
CESCAU,1
NOTH,1
SAINT-PRIEST-LA-FEUILLE,1
UZOS,1
SOUS-PARSAT,1
SAINT-SILVAIN-MONTAIGUT,1
SAINT-FIEL,1
SAINT-VICTOR-EN-MARCHE,1
ROYÈRE-DE-VASSIVIÈRE,1
BÉNÉVENT-L'ABBAYE,1
BOURNOS,1
PARSAC,1
BOSDARROS,1
BEUSTE,1
BERNADETS,1
FRESSELINES,1
AHUN,1
SAINT-MARIEN,1
SAINT-MARC-À-FRONGIER,1
BLESSAC,1
TRÉBRIVAN,1
COATRÉVEN,1
LANDÉBIA,1
HOURS,1
GOTEIN-LIBARRENX,1
LANFAINS,1
LOSCOUËT-SUR-MEU,1
SAINT-DENOUAL,1
SAINT-GILLES-LES-BOIS,1
GOMER,1
ARAUX,1
LE MERZER,1
LES CHAMPS-GÉRAUX,1
ESLOURENTIES-DABAN,1
BOQUEHO,1
ESCOUBÈS,1
LA BOUILLIE,1
HÉMONSTOIR,1
GOMENÉ,1
PLÉGUIEN,1
TRÉDREZ-LOCQUÉMEAU,1
LANRODEC,1
ESCOS,1
LA COURTINE,1
CHAMBON-SUR-VOUEIZE,1
VALLIÈRE,1
BONNEVILLE-ET-SAINT-AVIT-DE-FUMADIÈRES,1
SAINTE-MONDANE,1
SAINT-ANDRÉ-D'ALLAS,1
SAINTE-NATHALÈNE,1
LA BACHELLERIE,1
LA DORNAC,1
CHARBONNIÈRES-LES-VIEILLES,1
NESCHERS,1
SERVANT,1
LA CHAPELLE-GONAGUET,1
PLAUZAT,1
DAVAYAT,1
GIAT,1
SAINT-SEURIN-DE-PRATS,1
GIMEAUX,1
SAINT-GEORGES-DE-MONTCLARD,1
CHAMPS-ROMAIN,1
MENSIGNAC,1
THENON,1
PROMPSAT,1
LUZILLAT,1
ARC-SOUS-MONTENOT,1
CHAFFOIS,1
SAINT-CRÉPIN-ET-CARLUCET,1
PECHS-DE-L'ESPÉRANCE,1
BAUDREIX,1
SAINT-PAUL-LA-ROCHE,1
BOUSSAC-BOURG,1
BOUNIAGUES,1
FONROQUE,1
MAZEYROLLES,1
SAGELAT,1
BARZUN,1
COURS-DE-PILE,1
CHAMPAGNAC-DE-BELAIR,1
LA CHAPELLE-FAUCHER,1
SAINTE-EULALIE-D'ANS,1
PLAZAC,1
SAINT-CHAMASSY,1
COLY-SAINT-AMAND,1
SAINT-LÉON-SUR-VÉZÈRE,1
VILLEFRANCHE-DE-LONCHAT,1
LES LÈCHES,1
ARTHEZ-D'ASSON,1
SAINT-MARTIAL-DE-VALETTE,1
ABJAT-SUR-BANDIAT,1
PIÉGUT-PLUVIERS,1
VARAIGNES,1
AINHARP,1
ACHIET-LE-GRAND,1
LES CHÂTELIERS,1
LA CHAPELLE-BÂTON,1
CASSAGNE,1
LÉDIGNAN,1
DOIZIEUX,1
SAINT-VICTOR-LA-COSTE,1
MONTIGNARGUES,1
CASTELLARE-DI-CASINCA,1
CRESPIAN,1
THÉZIERS,1
SAINT-JEAN-DE-CEYRARGUES,1
CORCONNE,1
LASALLE,1
ASPÈRES,1
ARGILLIERS,1
SEYNES,1
OLETTA,1
LA ROCHE-GUYON,1
VESCEMONT,1
AUXELLES-HAUT,1
ARBAS,1
GROSMAGNY,1
AUREVILLE,1
BELBERAUD,1
PERCENEIGE,1
BORDES-DE-RIVIÈRE,1
MARTIGNY-LE-COMTE,1
VILLEVIEILLE,1
SAINT-SAUVEUR-CAMPRIEU,1
CAVILLARGUES,1
PLOUDIRY,1
ARPAILLARGUES-ET-AUREILLAC,1
AULAS,1
BOISSIÈRES,1
ORPHIN,1
BRANOUX-LES-TAILLADES,1
BRÉAU-MARS,1
ORCEMONT,1
CARDET,1
HERMERAY,1
OSMOY,1
SAINT-JEAN-DE-VALÉRISCLE,1
CHUSCLAN,1
LE GARN,1
CONDÉ-SUR-VESGRE,1
GÉNÉRARGUES,1
SAINT-PONS-LA-CALM,1
MANDAGOUT,1
SAINT-ALEXANDRE,1
SAINT-CÔME-ET-MARUÉJOLS,1
SAINT-HIPPOLYTE-DE-CATON,1
CHAMBOULIVE,1
LE BURGAUD,1
CORRONSAC,1
SAINT-HILARION,1
DAUX,1
CRÉCY-EN-PONTHIEU,1
HORNOY-LE-BOURG,1
MÉHARICOURT,1
VIRONCHAUX,1
HYPERCOURT,1
MONTBRUN-BOCAGE,1
MONTSAUNÈS,1
CHENAY,1
CHEF-BOUTONNE,1
ONDES,1
PELLEPORT,1
POUCHARRAMET,1
SAINT-GENIÈS-BELLEVUE,1
PRAILLES-LA COUARDE,1
VALDELAUME,1
SAINT-IGNAN,1
SAINT-MARCET,1
LIZINES,1
SANCY-LÈS-PROVINS,1
SENGOUAGNET,1
TRÉBONS-SUR-LA-GRASSE,1
VOULTON,1
SAINT-OUEN-EN-BRIE,1
MONDAVEZAN,1
MENVILLE,1
MANCIOUX,1
SAINT-JEAN-DE-SAUVES,1
FOURQUEVAUX,1
GAILLAC-TOULZA,1
GAURÉ,1
LAGRÂCE-DIEU,1
LAPEYROUSE-FOSSAT,1
BAZOILLES-SUR-MEUSE,1
RAINVILLE,1
LA NEUVEVILLE-SOUS-CHÂTENOIS,1
PEYRAT-LE-CHÂTEAU,1
SAIX,1
MORTON,1
LOUBENS-LAURAGAIS,1
MAZEUIL,1
SAINT-AUBIN-LA-PLAINE,1
MONTMEYAN,1
VARAGES,1
SAINT-AMANS-DU-PECH,1
LACABARÈDE,1
CURVALLE,1
LESTELLE-DE-SAINT-MARTORY,1
LODES,1
PROYART,1
PLOUÉDERN,1
SAINTE-SÈVE,1
AUTHEUIL-AUTHOUILLET,1
CHAUDON,1
LOUVERSEY,1
ECARDENVILLE-LA-CAMPAGNE,1
CONIE-MOLITARD,1
DONNEMAIN-SAINT-MAMÈS,1
OUERRE,1
BOISVILLE-LA-SAINT-PÈRE,1
TERMINIERS,1
GASVILLE-OISÈME,1
PRIAY,1
BAILLEAU-L'EVÊQUE,1
VER-LÈS-CHARTRES,1
CHARNOZ-SUR-AIN,1
NIÉVROZ,1
SOUCLIN,1
BERCHÈRES-SUR-VESGRE,1
LA CHAUSSÉE-D'IVRY,1
LE GUÉ-DE-LONGROI,1
SAINVILLE,1
SAINT-SORLIN-EN-BUGEY,1
ALLUYES,1
SANCHEVILLE,1
CHÂTILLON-LA-PALUD,1
DANGERS,1
THÉNOUVILLE,1
ROMILLY-SUR-ANDELLE,1
LA VIEILLE-LYRE,1
ANGERVILLE-LA-CAMPAGNE,1
HOULBEC-COCHEREL,1
MONTCET,1
DAUBEUF-PRÈS-VATTEVILLE,1
SURTAUVILLE,1
TOUTAINVILLE,1
BOZ,1
PERRUEL,1
LONGCHAMPS,1
RADEPONT,1
GAUCIEL,1
CHANOZ-CHÂTENAY,1
MONTANGES,1
TALISSIEU,1
GRAVIGNY,1
VIRIGNIN,1
MORGNY,1
FLIPOU,1
SYLVAINS-LÈS-MOULINS,1
ARBOYS EN BUGEY,1
VILLES,1
LA FERRIÈRE-SUR-RISLE,1
EPAIGNES,1
CHAMPROND-EN-PERCHET,1
DOUVRES,1
NOTRE-DAME-DE-LA-MER,1
CHÂTEAU-GAILLARD,1
GUILER-SUR-GOYEN,1
OUESSANT,1
PENCRAN,1
CHARBONNIÈRES,1
SAINT-MARTIN-LA-GARENNE,1
BRENNILIS,1
GRESSEY,1
BREUIL-BOIS-ROBERT,1
SAINT-VOUGAY,1
LANDUDAL,1
KERSAINT-PLABENNEC,1
GUIMILIAU,1
BOINVILLE-EN-MANTOIS,1
SAINT-FRÉGANT,1
ARNOUVILLE-LÈS-MANTES,1
TRÉFLEZ,1
LE JUCH,1
LOCUNOLÉ,1
GARLAN,1
PLOZÉVET,1
CHAUMUZY,1
THENNELIÈRES,1
VAUX-SUR-SOMME,1
TOURCH,1
LES GONDS,1
CESSERAS,1
OULINS,1
NÉRON,1
BANEINS,1
TRAMOYES,1
BOUGLAINVAL,1
SAINT-VICTOR-DE-BUTHON,1
LAIZ,1
CROTTET,1
MEAUCÉ,1
ORGÈRES-EN-BEAUCE,1
REYSSOUZE,1
LESCHEROUX,1
LE TRÉVOUX,1
BÉROU-LA-MULOTIÈRE,1
GUILLIGOMARC'H,1
MIONNAY,1
LOCRONAN,1
SAINT-SÉGAL,1
ARGOL,1
SÉGNY,1
TELGRUC-SUR-MER,1
FERRALS-LES-MONTAGNES,1
ROSNOËN,1
VILLENEUVE-LES-BORDES,1
THÉNISY,1
SAVINS,1
ASASP-ARROS,1
VALROS,1
ORIN,1
LA LIVINIÈRE,1
AUTIGNAC,1
SAINT-NAZAIRE-DE-LADAREZ,1
LAURET,1
BOVEL,1
MONCAUP,1
CARDROC,1
MONASSUT-AUDIRACQ,1
GAHARD,1
GENNES-SUR-SEICHE,1
HIREL,1
LASCLAVERIES,1
POLIGNÉ,1
SAINT-SULPICE-LA-FORÊT,1
LANNE-EN-BARÉTOUS,1
GURMENÇON,1
THOURIE,1
ESTIALESCQ,1
VIEUX-VY-SUR-COUESNON,1
LE TRONCHET,1
LANDÉAN,1
SEDZE-MAUBECQ,1
SAINT-NAZAIRE-DE-PÉZAN,1
SAINT-JEAN-DE-LA-BLAQUIÈRE,1
POUZOLS,1
COURNIOU,1
CREISSAN,1
DIEDENDORF,1
FÉLINES-MINERVOIS,1
RAUWILLER,1
LAFITOLE,1
LABATUT-RIVIÈRE,1
PEYRUN,1
GERDE,1
OCTON,1
BEAUDÉAN,1
HERRÈRE,1
PUIMISSON,1
PUISSALICON,1
MÉRILHEU,1
PUJO,1
CAMALÈS,1
ARTAGNAN,1
SÉNAC,1
RABASTENS-DE-BIGORRE,1
RIOLS,1
ARAMITS,1
CARRÈRE,1
BALAZÉ,1
PAROY,1
SAINT-JULIEN-PUY-LAVÈZE,1
BOUESSE,1
DIORS,1
GRÉMÉVILLERS,1
FEUSINES,1
LIGNAC,1
LUÇAY-LE-MÂLE,1
LYE,1
LE MENOUX,1
FLAVY-LE-MELDEUX,1
NURET-LE-FERRON,1
PALLUAU-SUR-INDRE,1
PELLEVOISIN,1
MARGNY-AUX-CERISES,1
SAINT-CHARTIER,1
CHEZELLES,1
ACHY,1
SAINT-LACTENCIN,1
SAINT-VALENTIN,1
SASSIERGES-SAINT-GERMAIN,1
NOHANT-VIC,1
BRIANTES,1
LA VERNELLE,1
MERS-SUR-INDRE,1
VICQ-SUR-NAHON,1
ERBRÉE,1
LALLEU,1
SAINT-SAUVEUR-DES-LANDES,1
BILLÉ,1
BOISTRUDAN,1
LES BRULAIS,1
PICHERANDE,1
LA TOUR-D'AUVERGNE,1
SAILLY-AU-BOIS,1
BAILLEULMONT,1
SOUASTRE,1
ESSÉ,1
SAP-EN-AUGE,1
SAINT-SÉGLIN,1
CUGUEN,1
LA SELLE-EN-LUITRÉ,1
TORCÉ,1
PANCÉ,1
GRANDVILLIERS,1
PARCÉ,1
POCÉ-LES-BOIS,1
RENAC,1
MARSEILLE-EN-BEAUVAISIS,1
SAINTE-ANNE-SUR-VILAINE,1
VISSEICHE,1
COLOMBIÈRES-SUR-ORB,1
LA CAUNETTE,1
CABREROLLES,1
ALIGNAN-DU-VENT,1
JUPILLES,1
AURADÉ,1
AUBIET,1
CHANTENAY-VILLEDIEU,1
LA ROMIEU,1
ABZAC,1
ASQUES,1
SAINT-DENIS-D'ORQUES,1
BAIGNEAUX,1
BLASIMON,1
CAMPS-SUR-L'ISLE,1
CÉNAC,1
CÉRONS,1
CIVRAC-SUR-DORDOGNE,1
COURS-DE-MONSÉGUR,1
FONTET,1
GUILLOS,1
HOURTIN,1
HURE,1
LAMARQUE,1
LES LÈVES-ET-THOUMEYRAGUES,1
LIGNAN-DE-BORDEAUX,1
LUGOS,1
LAGRAULET-DU-GERS,1
LHOMME,1
SAINT-SAUVY,1
LUPIAC,1
MONS-EN-MONTOIS,1
EGLIGNY,1
VALENTINE,1
PÉGUILHAN,1
GENSAC-SUR-GARONNE,1
LE FAGET,1
GANTIES,1
MASCARVILLE,1
COUTENÇON,1
LAVARDENS,1
MONTÉGUT,1
SAINT-MÉZARD,1
NOILHAN,1
NOUGAROULET,1
CESSOY-EN-MONTOIS,1
PERGAIN-TAILLAC,1
HERMÉ,1
PESSAN,1
POLASTRON,1
PREIGNAN,1
SAINT-JEAN-POUTGE,1
EVERLY,1
VIRÉ-EN-CHAMPAGNE,1
MARGUERON,1
NAUJAC-SUR-MER,1
REIGNAC,1
RIMBACH-PRÈS-MASEVAUX,1
WOLFSKIRCHEN,1
MERKWILLER-PECHELBRONN,1
HEGENEY,1
SIEGEN,1
TABANAC,1
SAINT-GENÈS-DE-BLAYE,1
CAMARSAC,1
SAINT-GENÈS-DE-LOMBAUD,1
DURSTEL,1
SAINT-QUENTIN-DE-BARON,1
MARSAS,1
SOULAC-SUR-MER,1
WOERTH,1
LAUBACH,1
BIBLISHEIM,1
WINTZENBACH,1
LE TOURNE,1
BRAUD-ET-SAINT-LOUIS,1
SCHAFFHOUSE-PRÈS-SELTZ,1
ABEILHAN,1
AGEL,1
CAUDROT,1
POLAINCOURT-ET-CLAIREFONTAINE,1
NOAILLAN,1
LE TEMPLE,1
ORDONNAC,1
PLEINE-SELVE,1
QUINSAC,1
SAINT-ANDRÉ-DU-BOIS,1
SAINT-GERMAIN-DE-LA-RIVIÈRE,1
SAINT-JULIEN-BEYCHEVELLE,1
SAINT-MARIENS,1
SAINT-PIERRE-D'AURILLAC,1
SAINT-SEURIN-DE-CADOURNE,1
SAMONAC,1
FRONTENARD,1
CISSAC-MÉDOC,1
TIZAC-DE-CURTON,1
LANDIRAS,1
CIVRAC-DE-BLAYE,1
CHAINTRÉ,1
GILLY-SUR-LOIRE,1
FOUVENT-SAINT-ANDOCHE,1
BAYON-SUR-GIRONDE,1
PONDAURAT,1
PUJOLS-SUR-CIRON,1
ROCHE-ET-RAUCOURT,1
BEAUPONT,1
SAINTE-GENEVIÈVE-LÈS-GASNY,1
MORTRÉE,1
SORNAC,1
MONTAIGU-LE-BLIN,1
SAINT-PARDOUX-L'ORTIGIER,1
CHASTEAUX,1
SAINT-SORNIN-LAVOLPS,1
NEUILLY-EN-DONJON,1
MONTVICQ,1
NASSIGNY,1
BRANCEILLES,1
ESTIVAUX,1
SAINT-BONNET-L'ENFANTIER,1
SAINT-ETIENNE-AUX-CLOS,1
TREIGNAC,1
QUINSSAINES,1
VITRAC-SUR-MONTANE,1
POUZY-MÉSANGY,1
TEILLET-ARGENTY,1
SAINT-YRIEIX-LE-DÉJALAT,1
SAULZET,1
SAINT-GENEST,1
SAINT-MARTIN-LA-MÉANNE,1
CUIRY-HOUSSE,1
ETAVES-ET-BOCQUIAUX,1
ALTILLAC,1
NESPOULS,1
LOUROUX-BOURBONNAIS,1
NONARDS,1
SAINT-GEORGES-DE-POISIEUX,1
SENS-BEAUJEU,1
ARÇAY,1
IVOY-LE-PRÉ,1
SAINT-CAPRAIS,1
COUZON,1
VIGNOUX-SOUS-LES-AIX,1
VOUZERON,1
MÉNÉTRÉOL-SUR-SAULDRE,1
MÉREAU,1
LA PERCHE,1
HYDS,1
YSSANDON,1
CHÉRY,1
BARLIEU,1
HENRICHEMONT,1
BRUÈRE-ALLICHAMPS,1
GENNETINES,1
MEILLARD,1
FUSSY,1
MENETOU-SALON,1
MAGNET,1
LURCY-LÉVIS,1
AIX,1
LAGARDE-MARC-LA-TOUR,1
SAINT-PIERRE-LES-ETIEUX,1
ESPARTIGNAC,1
MONTHELIE,1
MOLINOT,1
NEUFCHÂTEL-SUR-AISNE,1
MESSIGNY-ET-VANTOUX,1
MERCEUIL,1
MARCILLY-OGNY,1
MAGNY-MONTARLOT,1
LEVERNOIS,1
LABERGEMENT-LÈS-AUXONNE,1
EPAGNY,1
RECEY-SUR-OURCE,1
BLIGNY-SUR-OUCHE,1
COUCY-LÈS-EPPES,1
AHUY,1
SAVIGNY-LÈS-BEAUNE,1
MONDREPUIS,1
CONDÉ-EN-BRIE,1
VIELVERGE,1
VOSNE-ROMANÉE,1
FLAGEY-LÈS-AUXONNE,1
CHAZEUIL,1
BAUBIGNY,1
PLUVET,1
PAGNY-LE-CHÂTEAU,1
REMILLY-SUR-TILLE,1
RENÈVE,1
BLÉRANCOURT,1
LA FLAMENGRIE,1
EYBURIE,1
MEILHARDS,1
CROUY,1
LARCHE,1
BEAULIEU-SUR-DORDOGNE,1
BEYNAT,1
BEAUREVOIR,1
ETREILLERS,1
JUVINCOURT-ET-DAMARY,1
BEUVARDES,1
SAULON-LA-RUE,1
CORPEAU,1
CLOMOT,1
CHAMESSON,1
BRION-SUR-OURCE,1
AVOT,1
ALLEREY,1
VILLEY-SUR-TILLE,1
VIGNOLES,1
VÉRONNES,1
VERMAND,1
SAINT-PRIEST-LA-MARCHE,1
SAINT-BOUIZE,1
HEUBÉCOURT-HARICOURT,1
NÉRÉ,1
SERS,1
FLÉAC,1
THÉUS,1
FOUQUEURE,1
MARCILLAC-LANVILLE,1
SIREUIL,1
TROIS-PALIS,1
MAINE-DE-BOIXE,1
COULGENS,1
TOUVÉRAC,1
CELLEFROUIN,1
SAINT-MARY,1
TAIZÉ-AIZIE,1
GIMEUX,1
CURBANS,1
JULIENNE,1
BAIGNES-SAINTE-RADEGONDE,1
LES MÉTAIRIES,1
ENTREVENNES,1
SAULGOND,1
BRIGUEUIL,1
GENAC-BIGNAC,1
MOUTHIERS-SUR-BOËME,1
DIGNAC,1
VELZIC,1
TRIZAC,1
LACAPELLE-DEL-FRAISSE,1
GAVRUS,1
SAINT-BONNET-EN-CHAMPSAUR,1
MONÊTIER-ALLEMONT,1
SAINT-SANTIN-DE-MAURS,1
MONTSALVY,1
POLMINHAC,1
JUNHAC,1
REMOLLON,1
LABESSERETTE,1
LABROUSSE,1
AUBESSAGNE,1
SALERS,1
CONDAT,1
CHEYLADE,1
BARATIER,1
CHALVIGNAC,1
UPAIX,1
ANGLARDS-DE-SAINT-FLOUR,1
RAULHAC,1
ROANNES-SAINT-MARY,1
SAINT-CIRGUES-DE-JORDANNE,1
SAINT-ETIENNE-DE-MAURS,1
MASSIGNAC,1
SAINT-PIERRE-DE-JUILLERS,1
LIGNIÈRES,1
BEAUVAIS-SUR-MATHA,1
BRAS-D'ASSE,1
LA LAIGNE,1
CROIX-CHAPEAU,1
CLAVETTE,1
BEVONS,1
AUBIGNOSC,1
BEAUGEAY,1
ECOYEUX,1
HAIMPS,1
BUXIÈRES-LES-MINES,1
PORT-D'ENVAUX,1
SAINT-MAIGRIN,1
THAIRÉ,1
BUSSET,1
SAINT-JUST-LUZAC,1
LA CHAPELAUDE,1
LA CHABANNE,1
CRÉCHY,1
TESSON,1
LA JARNE,1
BALLON,1
BESSAIS-LE-FROMENTAL,1
CRÉZANCY-EN-SANCERRE,1
GUITINIÈRES,1
NUAILLÉ-D'AUNIS,1
NEUILLAC,1
PIERRERUE,1
BERNAY-SAINT-MARTIN,1
TAILLEBOURG,1
ARCHINGEAY,1
LA BROUSSE,1
LES THUILES,1
GÉMOZAC,1
REVEST-DES-BROUSSES,1
MONTPELLIER-DE-MÉDILLAN,1
PUIMOISSON,1
CHADENAC,1
RIOUX,1
MOSNAC,1
SAINT-ROMAIN-DE-BENET,1
ENCHASTRAYES,1
DAUPHIN,1
CORBIÈRES-EN-PROVENCE,1
LA DEVISE,1
CLAMENSANE,1
LE CHAFFAUT-SAINT-JURSON,1
VILLEDOUX,1
SAINT-SULPICE-D'ARNOULT,1
SOULIGNONNE,1
MAXILLY-SUR-SAÔNE,1
BRAUX,1
VEUVEY-SUR-OUCHE,1
SAINT-BARDOUX,1
QUINGEY,1
TARCENAY-FOUCHERANS,1
VILLENEUVE-D'AMONT,1
VUILLAFANS,1
LA RIVIÈRE-DRUGEON,1
VERNIERFONTAINE,1
BOUJAILLES,1
COLOMBIER-FONTAINE,1
ARÇON,1
DASLE,1
BOURG-ET-COMIN,1
VELLEVANS,1
RECOLOGNE,1
GLÈRE,1
CHANOS-CURSON,1
BERNY-RIVIÈRE,1
SAINT-MARTIN-DU-MONT,1
CHÂTILLON-EN-DIOIS,1
CROZES-HERMITAGE,1
PARNANS,1
PLAN-DE-BAIX,1
PONT-DE-BARRET,1
PUYGIRON,1
BOURGUIGNON-SOUS-MONTBAVIN,1
PELOUSEY,1
BRANCOURT-EN-LAONNOIS,1
BROGNARD,1
COURSAC,1
SAINT-MARTIAL-D'ARTENSET,1
CHAMPCEVINEL,1
AUTECHAUX,1
AVOUDREY,1
REMORAY-BOUJEONS,1
BUGNY,1
CHAMESOL,1
CHAVONNE,1
CUSSEY-SUR-L'OGNON,1
DAMPIERRE-SUR-LE-DOUBS,1
JOUGNE,1
ECOT,1
CHASSEMY,1
FLANGEBOUCHE,1
CHACRISE,1
GENEUILLE,1
GONSANS,1
FOURNETS-LUISANS,1
LES GRAS,1
L'HÔPITAL-DU-GROSBOIS,1
BRISSAY-CHOIGNY,1
VILLEREVERSURE,1
SAINT-JULIEN-EN-QUINT,1
SAINT-NICOLAS-LÈS-CÎTEAUX,1
SAINT-MARTIN-D'AOÛT,1
AMBÉRIEUX-EN-DOMBES,1
PREY,1
INCARVILLE,1
PINTERVILLE,1
BERNIENVILLE,1
SAINTE-COLOMBE-LA-COMMANDERIE,1
FOISSIAT,1
BOURG-BEAUDOUIN,1
SAINT-TRIVIER-DE-COURTES,1
SAINT-ETIENNE-SUR-CHALARONNE,1
PONCIN,1
BÉRENGEVILLE-LA-CAMPAGNE,1
VILLEZ-SUR-LE-NEUBOURG,1
APPEVILLE-ANNEBAULT,1
CORNEVILLE-SUR-RISLE,1
SAINT-MARDS-DE-BLACARVILLE,1
QUILLEBEUF-SUR-SEINE,1
TROUVILLE-LA-HAULE,1
BOSGOUET,1
HONGUEMARE-GUENOUVILLE,1
BÉMÉCOURT,1
GIVERNY,1
SAINT-BÉNIGNE,1
MOUSSEAUX-NEUVILLE,1
L'HABIT,1
BREUILPONT,1
LAVEYRON,1
AUTICHAMP,1
LÉAZ,1
FAY-LE-CLOS,1
LUC-EN-DIOIS,1
CORMORANCHE-SUR-SAÔNE,1
BELLEGARDE-EN-DIOIS,1
HAUTERIVES,1
MONTCHENU,1
SERVES-SUR-RHÔNE,1
TAULIGNAN,1
ARNIÈRES-SUR-ITON,1
SAINT-JEAN-DU-THENNEY,1
JOUY-SUR-EURE,1
MISEREY,1
BERNOUVILLE,1
VASCOEUIL,1
SAINT-RAMBERT-EN-BUGEY,1
BEAUMONTEL,1
ROMILLY-LA-PUTHENAYE,1
COURBÉPINE,1
SAINT-VULBAS,1
SAINT-VICTOR-DE-CHRÉTIENVILLE,1
PAYS DE BELVÈS,1
LE PIZOU,1
CHIVY-LÈS-ETOUVELLES,1
ABBÉCOURT,1
ANDEL,1
LISLET,1
TONQUÉDEC,1
TRÉDANIEL,1
LE MOUSTOIR,1
BELLE-ISLE-EN-TERRE,1
LANTIC,1
BRUSVILY,1
YVIAS,1
PLOËZAL,1
LE VIEUX-MARCHÉ,1
LARGNY-SUR-AUTOMNE,1
PAVANT,1
PASLY,1
TRÉLIVAN,1
SAINT-YRIEIX-LES-BOIS,1
SAINT-ALPINIEN,1
SAINT-AMAND,1
LÉPAUD,1
CHÂTELUS-LE-MARCHEIX,1
MOURIOUX-VIEILLEVILLE,1
CHÉNIERS,1
MAGNAT-L'ETRANGE,1
SAINT-THÉLO,1
LE QUILLIO,1
SAVY,1
BULAT-PESTIVIEN,1
LE VIEUX-BOURG,1
TRÉMEUR,1
SAINT-CLET,1
SAINT-JUVAT,1
SAINT-MADEN,1
SAINT-MAUDAN,1
PLUFUR,1
NAUROY,1
QUEMPER-GUÉZENNEC,1
BOURSEUL,1
CAOUËNNEC-LANVÉZÉAC,1
SERMOISE,1
LOCARN,1
LOHUEC,1
MAËL-PESTIVIEN,1
SAINT-CARNÉ,1
SAINT-JACUT-DE-LA-MER,1
MONTLOUÉ,1
HÉNON,1
LA LANDEC,1
LANDÉHEN,1
VILLERS-SAINT-CHRISTOPHE,1
SAINT-SULPICE-LE-DUNOIS,1
SAINT-SULPICE-LES-CHAMPS,1
AJAIN,1
PEYRIGNAC,1
SAINT-FRONT-LA-RIVIÈRE,1
CHÂTEAU-L'EVÊQUE,1
VERTEILLAC,1
SAINT-AQUILIN,1
MEYRALS,1
CARSAC-AILLAC,1
